date,rating,sentiment,text
16/07/2025,5,positive,Pelayanan josss dan dapet snack gratisss pegawainya ramah-ramah
16/07/2025,5,positive,Alhamdulillah beli hp dilayani mas Sulthan dgn ramah ..semoga sll sukses .Aamiin
16/07/2025,5,positive,Harga kompetitif dan pelayanan Mas-nya baik. Terima kasih
16/07/2025,5,neutral,Petugasnya ramah dan penjelasannya sangat baik dan mudah dimengerti
16/07/2025,5,neutral,Layanan super cepat dan kak dhika juga ramah
15/07/2025,5,neutral,"Pelayanan nyaman, tempat bagus"
15/07/2025,5,positive,Tempat nyaman pelayanan ramah banget
15/07/2025,5,positive,"Pelayanan sangat ramah ,, staff jg membantu sekali dng telaten ,, Nice service ,, harga terjangkau"
15/07/2025,5,positive,"Barusan beli watch xiomi di tiga putra, di layani sama mbak mbak baik, menjelaskan fitur-fitur dengan sangat jelas ke saya. Terimakasih ya mbak dan tiga putra"
15/07/2025,5,neutral,Pelayanan yang bagus
15/07/2025,5,positive,Harga murah dan terjangkau..mbak mbaknya juga ramah tamah..
15/07/2025,5,positive,Sdh 3x beli di sini pelayanan selalu memuaskan
15/07/2025,5,neutral,Pelayanan baik. Mantapp/ poll
15/07/2025,5,positive,So far so good
15/07/2025,5,positive,Pelayanan nyaa bagus tempat bersih dan nyaman pegawai nyaa ramah
15/07/2025,5,positive,"Type typenya lengkap banget, dan kalau beli samsung promonya banyak banget"
15/07/2025,5,neutral,pelayann ramah dan baik
15/07/2025,5,neutral,Pelayanan baik dan ramahh
15/07/2025,5,positive,Good service Pegawainya sangat komunikatif Overall good
15/07/2025,5,neutral,pelayanan bagusss dan ramahh
13/07/2025,5,neutral,"Pelayanan sangat ramah, penjelasan mudah dipahami"
12/07/2025,5,positive,"Beli Oppo harga paling murah muter muter, Pelayanan e joss ramah, semua di jelaskan secara detail, terimakasih mas"
10/07/2025,5,positive,"Pelayanan ramah,, puas dan csnya juga sabar dan telaten terima kasih tiga putra kawi malang ☺️"
09/07/2025,5,neutral,best store phone in malang
09/07/2025,5,positive,"Dari dulu langganan di tiga putra pelayanan sll oke dpt Snack , bisa pindah data gratis , sukses sll tigaputra .langganan ibu ku dr dlu"
08/07/2025,1,negative,"Pasang screen guard, ada 2 screen guard 100 rb or gimana gt ya waktu itu. Lamaaaaa banget, trnyt orang baru. Oke lah ya, aku kira ngapain kok lama banget pasang gt aja, lebih dr 30 menit meskipun ya mungkin karena orang baru. Terus trnyt 1 itu ada yg kotor, jd balik lg ke tempat minta dibenerin. Nunggu luaaammaaaaa lg selama2 nya, ktnya org nya istirahat. Lah, ganti aja masak harus nunggu org tadi balik. Kita ini juga punya perlu masak seharian harus tetap di sana sih. Ditelpon2 in orangnya ga balik, diliat2 berapa kali hape itu, masak ga ada bapak ibu manager gt yg di tempat. Pegawai apa ga lapor ke mereka gt? Akirnya setelah telpon 5x ke trainee td, dia minta tolong staf lain, yg udah berpengalaman. Itu pun masih nunggu lamaa gatau apa maunya. Udah ganti berapa org yg ngeliat kondisi screen guard nya ya. Dan akirnya yaowoh diganti baru, setelah lama banget padahal rencana itu mau ke mall sebelah tapi ga bisa gara2 nungguin staf di toko hape ini ya. Tau ga berapa menit itu mas ganti screen guard. Ga sampe 5 menit. 5 menit lah plg lama. Bayangkan lah. Apa dikira kita ini kengangguran punya waktu banyak buat nunggu. Sebenarnya ga mau aku post ini juga. Tapi 2 bulan screen guard itu uda bentol2. Melepuh. Gimana ini ya. Bagus an screen guard bawaan hape nya ya. Terus bagian pinggir geser2 sendiri gt. Kualitas apa ini screen guard nya"
23/06/2025,1,negative,"Nyari screenguard buat tab. Awalnya amaze sat set sat set, diiyakan kalau mereka punya, tanpa cek tipe tabnya. Kemudian agak aneh karena langsung diarahkan ke kasir untuk bayar padahal barang belum dicek. Ya udah saya iyain aja, dengan asumsi mereka pasti ada dan punya. Setelah bayar disuruh ke lantai 2. Di lantai 2 saya tunggu, gak lama ada mbaknya yang langsung menuju ke printer screenguard, tanpa tanya tipe tab saya, apalagi diminta unitnya untuk dicek. Akhirnya saya yang harus proaktif ""mba mau ngeprint ya? Ini tabnya Itel xxxxxx ya"" sambil aku serahkan unitnya. Udah tu aku kira aman. Tinggal tunggu selesai. Gak taunya, mereka bilang ""kak ini tabnya kebesaran"". Ya udah marahlah saya di situ Saya dari awal udah nunjukin di hp, ini merek dan tipe tabnya apa. Sesuai pamflet brandnya. Jadi bukan saya salah kasih info. KENAPA GAK TANYA/DIPASTIKAN DARI AWAL TAB SAYA TIPE APA? KENAPA BURU2 SAYA LANGSUNG DISURUH BAYAR TANPA CEK PRODUK YG DITAWARIN BAIK2?! akhirnya tentu saja saya di refund. Tapikan rugi waktu dan emosi sih, pelayanan macam apa ini Udah gitu mbanya cuma balikin tab, gak minta maaf. Cuma bilang kalau tabnya kebesaran dan screen guardnya gak cukup. Hebat banget pelayanannya"
22/06/2025,5,neutral,Lonba mewarna di tiga putra kawi
22/06/2025,5,neutral,"Sering sering bikin acara seperti ini,, agar anak anak bisa belajar berkompetisi, dan selalu semngat menjadi juara"
22/06/2025,5,positive,"Sangat bagus untuk anak"" dpt berkreasi dengan adanya lomba mewarnai ini, sklian dpt mengisi waktu liburan jg bisa melihat-lihat atau beli hp dan accesories nya"
22/06/2025,5,positive,Menyenangkan assyik tiga putra jaya jaya
22/06/2025,5,positive,"Tiga putra selalu yg terbaik, harga nyapun murah.."
22/06/2025,5,positive,Minggu semangat bersama tiga putra
22/06/2025,5,negative,Pertama kali nya ikutan lomba di tiga putra..tenyata tempat nya besar dan banyak asesoris HP.. Banyak pengalaman cocok beli disini..
22/06/2025,5,positive,"Tiga putra semoga makin sukses kedepannya, terimakasih telah menjadi wadah untuk pekembangan putra putri bangsa"
22/06/2025,5,neutral,Sangat seru sekali lomba mewarnai di tiga putra kawi
22/06/2025,5,positive,Tiga putra terbaik . Dan semoga lancar terus
22/06/2025,5,neutral,Toko HP di malang yang lengkap dan pelayanan ramah.
22/06/2025,5,negative,Lomba mewarna anak di tiga putra kawi malang
16/06/2025,5,positive,Permisi numpang tanya disini jual HP iqoo gk min?
15/06/2025,5,positive,"Pelayanan bagus, udah beberapa kali beli disini selalu diberi rekomendasi yang tepat. Terimakasih terutama kepada mbak iin yang memberi pelayanan terbaik kepada saya☺️"
14/06/2025,5,positive,"Beli handphone di Tiga Putra dibantu sama mbak Rere dan mbak Iin, pelayanan nya ramah, dibantu dengan baik. Terima Kasih"
14/06/2025,5,positive,"Bolak balik kesini puas sih sama pelayanannya, walaupun sempat tanya2 dulu g langsung beli buat perbandingan merk mas nya tetap melayani dengan ramah. Kayak e mas2 yg tulus sih. Mungkin kalo ketoko sini bisa cari mas Rossi deh"
12/06/2025,1,negative,"Pelayanan TIGA PUTRA dari dulu memang sangat buruk. Dulu pernah beli dapet sales cowo yg pelayanannya buruk, bisa marah2 gitu ke customer. barusan sekarang coba beli lagi ternyata pelayanan salesnya buruk lagi. Yg barusan dilayani ama sales cewe namanya iin. Belum beli aja, lu ngejar ngejar customer suruh beli barangnya. Abis selesai dibeli dibayar, salesnya tidak mau meladeni lagi. Gak bakall deh beli lagi di tiga putraa !!!!!mending saya beli di samsung official store aja langsung, halah beli disini palingan cuman dapet potongan 50 ribu - 100 ribu doankk dengan pelayanannn burukkk sekalii!! Kasi minum air putih aja gak dikasi sama sekaliii,,,kagak modalll!!!! Gak bakalll ke tempat ini lagi....cukup kmrn terakhir kali .."
05/06/2025,5,positive,"Pelayanan bagus, mas mbak nya ramah, dan banyak event-event menarik di tiga putra.. mantap"
01/06/2025,1,positive,satpamnya bintang 1 bgt ga ramah
30/05/2025,1,negative,Tolong kedepannya kl konsumen bilang pakai kartu kredit jgn di jebak buat bikin akun pinjol ya! Apalagi pinjol indodana. Orang jelas2 pake kartu kredit malah disuruh daftar pinjol. Terus kl udh pake kartu kredit tuh biasannya lgsg pake kartu. Kok bisannya di jebak pembayarannya lewat ecommerce? Tau gitu beli online aja gk ush repot2 datang.
30/05/2025,1,neutral,"satpam nya ga sopan ,pelanggan merasa ga dihormati.minimal kasi pelayanan yg baik lah.mending bayar parkir 2ribu daripada parkir gratis kyk gitu"
30/05/2025,1,positive,"satpam nya ga ramah sama sekali ,masa sama costumer gabisa ngomong baik2.masa sama costumer ngomongnya nada tinggi gapunya attitude ngejelekin nama perusahaan aja kalo gitu buat pelanggan ga nyaman."
09/04/2025,5,positive,Pegawai ramah
07/04/2025,5,positive,"Pelayanan terbaik dg mas Ervian, maaf ternyata namanya mas Erivan. Komunikatif. Sabar dan ramah. Sampai sekarang masih disini kalau perlu hp."
28/03/2025,5,neutral,Pelayanannya cepat dan ramah
27/03/2025,5,positive,Tempat bagus dan nyaman pelayanan jg memuaskan
27/03/2025,5,positive,Mbak Dwi pelayanannya sangat bagus terhadap costumer. Tempatnya nyaman Maju terus dan sukses selalu untuk 3 Putra Kawi
26/03/2025,5,neutral,Pelayanan responsif
26/03/2025,5,positive,Pelayanan baik dan ramah puas sekali
26/03/2025,5,positive,"Pelayanan bagus , promo banyak dan tempat nyaman"
23/03/2025,5,negative,Para staff ramah dan mengarahkan. Tidak condong pada merek tertentu. Bisa mereferensikan semua produk.
22/03/2025,5,positive,"Pelayanan sangat baik, ramah, cepat dan terpercaya barang berkualitas dan dalam kondisi baik dan baru"
22/03/2025,5,positive,"Belanja di tiga putra Hp pusat kawi, beberapa kesempatan sangat menyenangkan kan, terutama dengan segi pelayanan yg sangat amat baik, untuk MB Selfi n mas Adit.. Segala merk hp dgn kualitas, harga sangat terjangkau, pelayanan memuaskan..Sering2 belanja Hp di tiga putra kawi, BS JD alternatif menyenangkan kan utk semua konsumen yg hobi beli Hp dan ingin upgrade..BS pilih tiga putra kawi utk beli Hp..Salam sukses selalu utk semua konsumen dan karyawan tiga putra kawi ."
21/03/2025,5,neutral,Tempat langganan beli HP. Original & service ramah. Thank you!✨
20/03/2025,4,positive,Mbak mbak pelayannya sangat membantu...harga bersahabat lho disini dibanding yg lainnya
20/03/2025,5,neutral,"Pelayananya baik , selalu beli samsung di 3 putra"
20/03/2025,5,neutral,Cs ramah dan membantu sekali
20/03/2025,4,positive,"Alhamdulillah.. Dah beli HP baru di tiga putra kawi Pelayanan cepat, ramah, informatif.. The best!"
20/03/2025,5,neutral,"Pelayananannya baik dan ramah, barang yang ditawarkan lengkap. Mantaaap"
18/03/2025,5,neutral,Selalu langganan disini.
18/03/2025,5,positive,"Terima kasih banyak, pelayanannya sangat baik. Recommended untuk beli HP di tiga putra store kawi"
17/03/2025,5,positive,barang lengkap..fasilitas nyaman dan pelayanan ramah..terimakasih
17/03/2025,1,positive,Tingkat kan ke ramah dan murah senyum
17/03/2025,1,positive,Coba pegawainya senyum lak muaniss
17/03/2025,1,negative,Kalo ada customer keseana harus nya di permudah bukan nya si persulit kesana kemarai
17/03/2025,1,positive,Karyawan tidak punya etika ...
17/03/2025,1,positive,"Tempat terburuk untuk menjual hp dan karyawan tidak punya etika , sistem kerja karyawan juga tidak pasti , orang dibilang produk bukan asli bukan hp konternya sendiri yang bukan produk asli"
17/03/2025,1,negative,"Karyawan pada sibuk sendiri , Ac dimatikan ruangan jadi pengap masak toko segede gini dimatikan acnya padahal saya bawa anak kecil , pelayanan buruk saya dilempar seperto bola pingpong sales ini sales itu"
17/03/2025,5,positive,Beli samsung A55 di toga putra kawi daat promo free parcel
16/03/2025,5,positive,"Pelayanannya satset , Mbk nya Ramah asik di Ajak bercanda. Mbk gayaatri sama Mbk kredivo Selvy terus tigaputra"
15/03/2025,1,positive,"Pelayanannya bagus, tapi ada beberapa staff yang memaksa dan terus menanyakan hal” yang terkesan tidak percaya dengan pelanggan"
15/03/2025,5,neutral,Pelayanan bagus sekali mantab
13/03/2025,5,neutral,Mantab
13/03/2025,5,positive,Oke
12/03/2025,5,neutral,Pelayanan yang ramah
11/03/2025,5,positive,Pelayanan baik sabar rekomen banget buat cari handphone di 2025
11/03/2025,5,positive,Pelayanannya mas tama ramah dan oke
11/03/2025,5,positive,Sudah langganan . Proses cepat.
10/03/2025,5,positive,"Langganan disini, dan kebetulan ada promo, beli hp dapat parcel. Sukses selalu Tiga Putra"
10/03/2025,5,positive,Pelayanan ramah dan memuaskan
10/03/2025,5,positive,Promonya oke hadiah oke dan pelayanannya oke Terimakasih mas tama
10/03/2025,5,positive,Pelayanan mas tama oke penjelasan ringkas.. Terimakasih tiga putra
10/03/2025,5,positive,"Good banget, pelayanan dari promotor nya"
09/03/2025,5,neutral,Layanan cepat dan ramah
09/03/2025,5,negative,"Tempat Bagus, Pelayanan Ramah. Tetimakasih Tiga Putra"
09/03/2025,5,negative,"Pelayanannya ramah, totalitas dan santun dapat parcel lg untuk pembelian di bulan Romadhon gas kan guys ke 3 Putra"
09/03/2025,5,neutral,"Pelayanan nya bagus , rekomen buat yg cari hp harga dijamin termurrahh ✨✨"
08/03/2025,5,positive,Tiga putra menarik
08/03/2025,5,positive,Di layani sama mbk sbil cantek
08/03/2025,5,positive,"pelayanan top markotop, jelas banget penjelasannyaa, terus dapet parcel jugaa karna promo ramadhan. Sukses selalu tiga putra kawi dan mbak masnyaa"
07/03/2025,5,neutral,"Pelayanan mbak Rima selalu baik, ramah, gercep, murah, istimewa, langganan disini"
26/02/2025,5,neutral,"Hari ini sebenernya mau beli HP ke toko ini, di rumah liat rating toko banyak yg bintang 1, kasir judes, cari toko lain aja. Wkwkw"
11/02/2025,1,positive,Gak niat ngadain doorprize buat konsumen. Mending beli online aja banyak promo.
31/01/2025,5,neutral,"Responsif, dan pelayanannya sangat baik"
29/01/2025,5,positive,"Terimakasih banyak, Mas Agung, wes sabar njelasno kanan kiri ke sy yg bingung cari hp, soalnya pilihanya lengkap dan bersaing. Wes pokoknya jempol rekomended wes... Thanks 3 putra. Sudah dapat gift juga n undian... Mudah2an dapat. Amin2"
24/01/2025,5,neutral,Seller responsif dan cepat
20/01/2025,5,neutral,"Beli unit samsung ditiga putra kawi kebetulan yang melayani mas udin, ramah banget informatif dan super helpfull parah. Unitnya juga bagus semoga awet."
18/01/2025,5,neutral,Karena workshop oppo Reno 13 hari ini jadi kepincut pengen PO
18/01/2025,5,positive,Puas sekali
18/01/2025,5,positive,Pelayanan bagus dan acaranya menarik
18/01/2025,5,neutral,Keren dan rame pelayanan cepat
18/01/2025,5,neutral,"Pelayanan ramah, tempat nyaman"
18/01/2025,5,neutral,Sangat senang dengan pelayanannya
17/01/2025,1,neutral,"Mohon maaf tapi emang harus ⭐1, di tanya di DM IG boleh atau ga beli di Shopee tapi ambil di toko balesannya gak boleh, di tanya di official tokonya juga di Shopee gak boleh juga, lumayan padahal voucher diskon saya, eh begitu beli di toko, ada yg beli lewat Shopee, hpnya diambil sendiri, notanya doang dikirim sama kurir, kocaaakkkkkk"
03/01/2025,2,positive,"Gae mas² sing lemu rambut lurus tolong lek ngelayani sing ramah, masio mek takon² tok. Jalok brosur Xiaomi jare gaonok, barang diterno Nang display hpne lakok onok. Iyo lek ganteng ngono, wes gak ganteng gak ramah neh. Minimal ados sek mas."
14/12/2024,5,positive,"Pelayananny cukup ramah dan baik Dsaat kita mau lihat2 aja, kita ga terlalu digangguin jadi lebih puas buat cek2. Ga langsung beli tapi minta kontak buat lebih lanjut tanya via WA juga dilayani dengan baik So far aftersalesny juga bagus."
13/12/2024,1,negative,Malam ini saya belanja di Tiga putra kawi proses nya aman dan enjoy aja sih cuma di bagian pembayaran mbak² kasir nya (name tag aura) kurang menghargai customer saya menanyakan perihal pembelian dijawab dengan ketus dan judes mohon perbaiki attitude kasir nya saya belanja jadi ga nyaman tolong hargai saya juga beli pakai uang yang tadinya happy jadi kaya gini
13/12/2024,1,neutral,"kasirnya kurang enak, buat ganyaman , mana judess. tolong diperbaiki lagi buat yang dikasir"
02/12/2024,5,positive,"Belanja di tiga putra menyenangkan. Di dampingi oleh m. ALFA baik, ramah, dan sangat sangat membantu."
01/12/2024,1,negative,"Baru saja ngalamin transaksi di tiga putra kawi, tidak tahu kenapa yg awalnya lancar, baik2 saja dan sudah transaksi di lewat shopee, sempat nunggu lama. Tiba2 pegawainya bilang barang yg saya beli tidak tersedia, dan hanya sisa display .. padahal sebelumnya sempat tanya katanya tidak ada display aneh sih ini, bener2 jadi tanda tanya besar. Dan setelah saya cek lagi barang tersebut masih ada di shopee."
27/11/2024,2,neutral,"pas minggu ke toko kawi, lagi berdiri dekat kasir, kasirnya ditanyaain sama mbak mbak disampingnya, kasirnya malah JUDES banget jawabnya. meski ngobrol sama sesama karyawan, kesannya kurang baik aja kalo di depan customer. dan posisi di depannya ada gojek lagi antri mau ambil barang. attitude mbak kasirnya tolong di perbaiki lagi"
20/11/2024,5,positive,"Pelayanan, fasilitas, harga, kelengkapan produk yg tersedia, smua membuat tempat ini jd tempat yg recommended bgt utk beli Gadget. Top deh.. Thankyou"
19/11/2024,5,positive,"Pelayanan ramah Banyak promo Tempat nyaman , bersih"
18/11/2024,5,neutral,Pelayanan sangat ramah dan bagus...
16/11/2024,5,neutral,"Saya rekomendasikan untuk membeli hp dan gadget di sini. Pelayanan sangat the best dan demo hp dna gadget lain sangat lengkap dan detail. Harga juga bersaing. Personilnya ramah-ramah, humble dan friendly semuanya."
13/11/2024,5,neutral,Di layani sama sabil cantik
12/11/2024,5,positive,Mantap sangat fast respon Sales adit oppo
12/11/2024,5,positive,Toko handphone pelayanan terbaik dan memuaskan joss
12/11/2024,5,neutral,Pelayanan bagus .memuaskan . Cm AC kurang dingin . Harga lumayan
11/11/2024,5,positive,"Rekomended buat beli gawai. Servicenya juga top banget. Td dilayani sama Mba Gayatri, ramah banget orangnya. Kasih penjelasannya juga detail. Bintang Lima pokoknya."
11/11/2024,5,positive,"Tiga Putra kawi pelayanan memuaskan , beli nyaman , legah & sangat - sangat puas kwalitas barang di jamin sangat bagus"
10/11/2024,5,positive,"Tempatnya bagus,bersih,luas,untuk pelayananya tdk perlu di ragukan lagi mbak riris emang terbaik sih semoga selalu di pertahankan terus untuk kualitas pelayanannya,sukses selalu tiga putra"
10/11/2024,5,positive,"Harga miring pelayanan mas tama oke, tempatnya juga nyaman .. Terimakasih tigaputra"
10/11/2024,5,positive,Pelayanan sales mba ria : Pelayanan dari Mba Ria sangat bagus dan memuaskan
09/11/2024,5,neutral,Kerenn pelayanannya....
09/11/2024,5,positive,"lagi lagi beli hp ke tiga putra krn pelayanannya yg ramah, dilayani sama mas rossi yg baik terima kasih mas rossi."
09/11/2024,5,positive,"Pelayanan nya oke,mas tama juga ramah dan telaten dalam handel cust .. Terimakasih"
09/11/2024,5,negative,Dari dtg sampe aku beli ramah buanget bisa langsung ke bro erifan aja kalau ksni kalian gak bakalan pusing milih dy jelasinnya detil poll tempatnya nyaman adem pelayanan sat set
09/11/2024,5,positive,Puas banget . Pelayanan sopan. Harga terjangkau The best
09/11/2024,5,positive,Pelayanan baik dan ramah Informasi yang diberikan mudah dipahami. Dibantu oleh mas Yusril. Terima kasih
09/11/2024,5,positive,"Store hp yang bagus di kota malang. Tempatnya bagus, bersih, luas, semua brand hp lengkap. Salesnya ramah, baik, telaten. Saya di layani sama mbak avia dan mas zein terimakasih servisnya"
08/11/2024,5,positive,Pelayanan ramah datang langsung di bantu sama mbk diajeng diarahkan dengan kalem dan sabar tiga putra the best
08/11/2024,5,neutral,Lengkap
08/11/2024,5,positive,Pelayanan mbak diajeng very good.. Udah langganan kapan dikasih hadiah ya
08/11/2024,5,positive,Penanganannya sangat cepat dan ramah makasih ya mbk Gayatri udah bisa membantu pelayanannya dengan sat set
07/11/2024,5,neutral,Pelayanan bagus dan ramah
07/11/2024,5,neutral,Kak yajeng Pelayanan ramah dan baik terhadap kastermer
07/11/2024,5,positive,Terima kasih tigaputra Pelayanan dari adit oppo
07/11/2024,5,positive,"Banyak promo dan hadiahnya, dan untuk pelayanan nya mas tama oke dan ramah.. Terimakasih tiga putra"
07/11/2024,5,positive,Di layanii sama kak sabil mantap
07/11/2024,5,neutral,"Sangat lengkap, pelayanan nya pun juga ramah"
06/11/2024,5,positive,Pelayanan ramah cepat Barang nya juga rekomendasi banget
03/11/2024,5,neutral,Sangat membantu
03/11/2024,5,positive,Sangat rekomendasi untuk yang bingung buat beli hp pertama kali bisa disini saya dinotice langsung dengan mas ahmad bisa ditanyakan semuanya tentang spesifikasi dan lain lainya sangat membantu
02/11/2024,5,positive,Pelayanan ramah parkir luas tempat nyaman
02/11/2024,5,neutral,Pelayanannya bagus Untuk mas bintang nya ramah
02/11/2024,5,positive,"Pelayanannya bagus banget, kakaknya ramah dan pelayanannya cepat"
01/11/2024,5,positive,"Pelayanan mantap, tempat juga nyaman"
01/11/2024,5,positive,Selalu beli hp baru disini mantap bro
31/10/2024,5,neutral,"pelayanannya bagus,mbak ramah"
31/10/2024,5,positive,Ramah banget
31/10/2024,5,neutral,Menyala
31/10/2024,5,neutral,"Pelayanannya ramah, bisa nego"
31/10/2024,5,positive,"Pelayanan baik , karyawan baik dan ramah .. tempat nyaman"
21/10/2024,5,positive,great
21/10/2024,5,neutral,Ramah ramah pelayanan bagus
21/10/2024,5,positive,"Saya suka pelayanan di Tiga Putra HP dari jaman saya SD karena pelayanan yang memuaskan dan banyak promo yang ditawaran, tempat luas dan banyak cabang suka bangett"
21/10/2024,5,negative,pelayanan nya ramah pilihan barang lengkap
21/10/2024,5,positive,Good
21/10/2024,5,neutral,Bagus pelayanannya
21/10/2024,5,neutral,sangat baik
21/10/2024,5,neutral,Pelayanan terbaikk
28/09/2024,1,positive,"Pengalaman yang sangat nggak enak. Waktu hujan deras, saya pinjam payung, tapi satpamnya malah ngelayanin dengan kasar dan nggak ramah sama sekali. Padahal saya cuma butuh bantuan karena lagi hujan deras. Jujur, jadi bikin nggak nyaman banget. Semoga ke depannya pelayanannya bisa lebih baik dan sopan."
04/09/2024,5,positive,Customer service is really great! very satisfied. Friendly and helpful.
30/07/2024,5,positive,"Cukup lengkap, harga bersaing, tp salesnya kurang menguasai produk"
11/07/2024,5,neutral,lengkap
09/07/2024,5,positive,"Duluuu banget jaman beli hp pertama tuh di Tiga Putra yang di Gajahmada. Akhirnya kembali ke Tiga Putra lagi setelah buka di Kawi yang deketttt buanget sama rumah. Trus ada Grapari nya di lantai 2. Seneng banget kalo butuh ke Grapari gak usah jauh2 lagi. Graparinya yg di sini pelayananannya juga oke (udah pernah saya review). Lokasinya strategis, akses parkir gampang, tempat bersih, nyaman, luas. Pelayanan dari pintu masuk, pembelian, pembayaran, sampe instalasi sangat baik semua. Hari ini saya beli produk pas banget ada promo cashback 300rb. Berlaku sampe tanggal 10 Juli 2024 aja guys. Buruan."
06/07/2024,4,positive,Pelayanan ramah dan memuaskan . Soal harga ya bawa rupa lah yaa.. So far so good
23/06/2024,5,positive,"Pelayanan oke bgt,, byk diskon dan paling ibu2 suka bisa nyicil acara lomba byk bgt hadiah langsung gratis lagi pendaftarannya"
23/06/2024,5,positive,3 putra paling berkualaitas produk sangat baik
23/06/2024,5,positive,"lengkap, murah dan terpercaya"
11/06/2024,1,negative,Mbak mbak kasir kurang ramah
29/05/2024,5,neutral,"Pelayanan yg memuaskan, stok terlengkap"
05/05/2024,1,negative,Kasir nya tanpa senyum dan urusan pembayaran ribet.
04/05/2024,5,positive,"Pelayanan sangat ramah ,harga termurah ,"
04/05/2024,5,neutral,Pelayanan suip
04/05/2024,5,neutral,Beli hp dapet hadiah juga
04/05/2024,5,negative,"Seruu bangett, pelayanan nya juga baguss, ruangan nya sangat baik dan nyaman, nyaman polll saya sangat senang di tiga putra, pelayanan baik baik semua dan ramah semua..."
04/05/2024,5,positive,"Mantab, produk lengkap, pilihan varian selali tersedia, pelayanan sangat memuaskan, sales ramah, harga termurah, sudah cari di toko lain, ternyata pilihan termurah tetap di tiga putra, pertahankan, puas bgt belanja di tiga putra"
04/05/2024,5,neutral,Tiga putra toko hp Ter the best
04/05/2024,5,neutral,Terimakasih atas informasinya
04/05/2024,5,positive,Terima kasih
04/05/2024,5,neutral,Pelayanan bagus sekali
04/05/2024,5,negative,"Tepung terigu dalam kuali, ikat wadahnya gunakan taki, jangan ragu beli hp lagi, hanya di tiga putra kualitas terjamin dan terbukti ❤️❤️❤️"
04/05/2024,5,neutral,Tiga putra kawi the best
04/05/2024,5,neutral,Tiga putra is the best
04/05/2024,5,neutral,Pelayanannya baik dan ramah
04/05/2024,5,neutral,Pelayanannya bagus
04/05/2024,5,positive,Top
04/05/2024,5,positive,Tiga putra mantap
04/05/2024,5,positive,Harga ok pelayanan ok
04/05/2024,5,positive,"Tempat nyaman, lokasi strategis. Oke banget beli disini. Pelayanan nyaman."
04/05/2024,5,neutral,Tiga putra luar biasa
04/05/2024,5,positive,Murah aman terpercaya
04/05/2024,5,neutral,"Pelayanan ok, dan sat set"
04/05/2024,5,positive,"Tiga putra terbaik, amanah"
04/05/2024,5,negative,"Peehh Jan Nyeni om hp e, semangat terus om"
04/05/2024,5,positive,Pita tiara warna biru Tiga putra semakin maju Terimakasih Tiga Putra Banyak produc nya murah dan bnyak bonus
04/05/2024,5,positive,"Tiga putra kawi memang mantap,pelayan dan banyak pilihannya"
04/05/2024,5,positive,Saat datang langsung dibantu dan diarahkan. Pegawai sangat ramah dan membantu proses transaksi. Store luas dan nyaman. Tempat parkir juga memadai.
04/05/2024,5,positive,TIGA PUTRA KAWI kerennnn...hadiah berlimpahhh KETUPAT.. KEJUTAN UNTUNG BERLIPAT
04/05/2024,5,positive,Tiga putra kawi weldone semoga selalu jaya
04/05/2024,5,positive,Baru pertama kali ke tiga putra jalan kawi pas puasaan. Pegawai nya ramah dan informatif. Pas nunggu saat beli smartphone gak kerasa sampai adzan magrib untung di tiga putra juga jual minuman untuk batalin puasa wkwk Terima kasih Tiga Putra
04/05/2024,5,positive,"Sangat suka pelayanan dari tiga putra Kawi,sangat ramah sekali,hrga juga murmer"
04/05/2024,5,positive,Tempat bagus & nyaman Parkir luas Pelayanan cepat & ramah
04/05/2024,5,neutral,"Tiga putra ,konter favorit e wong indonesia massssseee♥️"
04/05/2024,5,neutral,Semuanya bintang 5 lebih
04/05/2024,5,neutral,Tiga Putra Kawi.. Rekom toko HP di malang... bintang 10 pokoknya penilaian semuanya
04/05/2024,5,negative,"Tempat jual hp, sepeda listrik, aksesoris lengkap harga bersaing di kota Malang. Semua kru nya ramah dan ada undiannya juga."
04/05/2024,5,neutral,Tiga putra the best
04/05/2024,5,positive,Jalan jalan ke kota malang habis hari raya... Bingung mau beli oleh-oleh apa.. Mampir ke tiga putra kawi aja. Beli hape baru yang pasti oke punya... Tiga putra kawi mantap
04/05/2024,5,positive,Tiga Putra woke banget...semua merk hp tersedia
04/05/2024,5,negative,"Aku buta banget mengenai spek hp android sesuai dengan kebutuhan ibuq, begitu datang ke tiga putra kawi semua masalah teratasi, pegawainya ngejelasin banget dan akhirnya saat itu juga aku beli. Ibuq senang akupun juga seneng liatnya"
04/05/2024,5,neutral,Uhuy cling
04/05/2024,5,negative,Meskipun jauh selalu beli hp disini
04/05/2024,5,positive,"Beli hp disini type Vivo Y17 s , harga murah dengan spek tinggi, pelayanan bagus, tempat parkir luas, rekomended buat beli hp baru. Dan yang paling penting ada undiannya..."
04/05/2024,5,positive,"Luas tempatnya, lengkap koleksi nya, harga terjangkau, pelayanannya OK, banyak hadiahnya."
04/05/2024,5,neutral,Pelayanan bagus dan ramah maju terus tiga putra
04/05/2024,5,negative,"Ada kepompong, ada kupu-kupu Cari hp baru,tiga putra yang aku tuju.. Tiga putra kawi kerenn....."
04/05/2024,5,positive,Harga murah pelayanan bagus
04/05/2024,5,positive,"Tempat nyaman,pelayanan ramah,...pembayaran flexibel ada kredit atau tunai....2x beli ditempat ini sangat sangat menyenangkan karena pas banyak promo.... recommend banget utk kamu yg lagi butuh gadget...."
