date,rating,text,sentiment
15/07/2025,5,"Pelayanan nyaman, tempat bagus",positive
15/07/2025,5,Tempat nyaman pelayanan ramah banget,positive
15/07/2025,5,"Pelayanan sangat ramah ,, staff jg membantu sekali dng telaten ,, Nice service ,, harga terjangkau",positive
15/07/2025,5,"Barusan beli watch xiomi di tiga putra, di layani sama mbak mbak baik, menjelaskan fitur-fitur dengan sangat jelas ke saya. Terimakasih ya mbak dan tiga putra",positive
15/07/2025,5,Pelayanan yang bagus,positive
15/07/2025,5,Harga murah dan terjangkau..mbak mbaknya juga ramah tamah..,positive
15/07/2025,5,Sdh 3x beli di sini pelayanan selalu memuaskan,positive
15/07/2025,5,Pelayanan baik. Mantapp/ poll,positive
15/07/2025,5,So far so good,positive
15/07/2025,5,Pelayanan nyaa bagus tempat bersih dan nyaman pegawai nyaa ramah,positive
15/07/2025,5,"Type typenya lengkap banget, dan kalau beli samsung promonya banyak banget",positive
15/07/2025,5,pelayann ramah dan baik,positive
15/07/2025,5,Pelayanan baik dan ramahh,positive
15/07/2025,5,Good service Pegawainya sangat komunikatif Overall good,positive
15/07/2025,5,pelayanan bagusss dan ramahh,positive
13/07/2025,5,"Pelayanan sangat ramah, penjelasan mudah dipahami",positive
12/07/2025,5,"Beli Oppo harga paling murah muter muter, Pelayanan e joss ramah, semua di jelaskan secara detail, terimakasih mas",positive
10/07/2025,5,"Pelayanan ramah,, puas dan csnya juga sabar dan telaten terima kasih tiga putra kawi malang ☺️",positive
09/07/2025,5,best store phone in malang,positive
09/07/2025,5,"Dari dulu langganan di tiga putra pelayanan sll oke dpt Snack , bisa pindah data gratis , sukses sll tigaputra .langganan ibu ku dr dlu",positive
08/07/2025,1,"Pasang screen guard, ada 2 screen guard 100 rb or gimana gt ya waktu itu. Lamaaaaa banget, trnyt orang baru. Oke lah ya, aku kira ngapain kok lama banget pasang gt aja, lebih dr 30 menit meskipun ya mungkin karena orang baru. Terus trnyt 1 itu ada yg kotor, jd balik lg ke tempat minta dibenerin. Nunggu luaaammaaaaa lg selama2 nya, ktnya org nya istirahat. Lah, ganti aja masak harus nunggu org tadi balik. Kita ini juga punya perlu masak seharian harus tetap di sana sih. Ditelpon2 in orangnya ga balik, diliat2 berapa kali hape itu, masak ga ada bapak ibu manager gt yg di tempat. Pegawai apa ga lapor ke mereka gt? Akirnya setelah telpon 5x ke trainee td, dia minta tolong staf lain, yg udah berpengalaman. Itu pun masih nunggu lamaa gatau apa maunya. Udah ganti berapa org yg ngeliat kondisi screen guard nya ya. Dan akirnya yaowoh diganti baru, setelah lama banget padahal rencana itu mau ke mall sebelah tapi ga bisa gara2 nungguin staf di toko hape ini ya. Tau ga berapa menit itu mas ganti screen guard. Ga sampe 5 menit. 5 menit lah plg lama. Bayangkan lah. Apa dikira kita ini kengangguran punya waktu banyak buat nunggu. Sebenarnya ga mau aku post ini juga. Tapi 2 bulan screen guard itu uda bentol2. Melepuh. Gimana ini ya. Bagus an screen guard bawaan hape nya ya. Terus bagian pinggir geser2 sendiri gt. Kualitas apa ini screen guard nya",negative
23/06/2025,1,"Nyari screenguard buat tab. Awalnya amaze sat set sat set, diiyakan kalau mereka punya, tanpa cek tipe tabnya. Kemudian agak aneh karena langsung diarahkan ke kasir untuk bayar padahal barang belum dicek. Ya udah saya iyain aja, dengan asumsi mereka pasti ada dan punya. Setelah bayar disuruh ke lantai 2. Di lantai 2 saya tunggu, gak lama ada mbaknya yang langsung menuju ke printer screenguard, tanpa tanya tipe tab saya, apalagi diminta unitnya untuk dicek. Akhirnya saya yang harus proaktif ""mba mau ngeprint ya? Ini tabnya Itel xxxxxx ya"" sambil aku serahkan unitnya. Udah tu aku kira aman. Tinggal tunggu selesai. Gak taunya, mereka bilang ""kak ini tabnya kebesaran"". Ya udah marahlah saya di situ Saya dari awal udah nunjukin di hp, ini merek dan tipe tabnya apa. Sesuai pamflet brandnya. Jadi bukan saya salah kasih info. KENAPA GAK TANYA/DIPASTIKAN DARI AWAL TAB SAYA TIPE APA? KENAPA BURU2 SAYA LANGSUNG DISURUH BAYAR TANPA CEK PRODUK YG DITAWARIN BAIK2?! akhirnya tentu saja saya di refund. Tapikan rugi waktu dan emosi sih, pelayanan macam apa ini Udah gitu mbanya cuma balikin tab, gak minta maaf. Cuma bilang kalau tabnya kebesaran dan screen guardnya gak cukup. Hebat banget pelayanannya",negative
22/06/2025,5,Lonba mewarna di tiga putra kawi,negative
22/06/2025,5,"Sering sering bikin acara seperti ini,, agar anak anak bisa belajar berkompetisi, dan selalu semngat menjadi juara",positive
22/06/2025,5,"Sangat bagus untuk anak"" dpt berkreasi dengan adanya lomba mewarnai ini, sklian dpt mengisi waktu liburan jg bisa melihat-lihat atau beli hp dan accesories nya",positive
22/06/2025,5,Menyenangkan assyik tiga putra jaya jaya,positive
22/06/2025,5,"Tiga putra selalu yg terbaik, harga nyapun murah..",positive
22/06/2025,5,Minggu semangat bersama tiga putra,positive
22/06/2025,5,Pertama kali nya ikutan lomba di tiga putra..tenyata tempat nya besar dan banyak asesoris HP.. Banyak pengalaman cocok beli disini..,negative
22/06/2025,5,"Tiga putra semoga makin sukses kedepannya, terimakasih telah menjadi wadah untuk pekembangan putra putri bangsa",positive
22/06/2025,5,Sangat seru sekali lomba mewarnai di tiga putra kawi,negative
22/06/2025,5,Tiga putra terbaik . Dan semoga lancar terus,positive
22/06/2025,5,Toko HP di malang yang lengkap dan pelayanan ramah.,negative
22/06/2025,5,Lomba mewarna anak di tiga putra kawi malang,negative
16/06/2025,5,Permisi numpang tanya disini jual HP iqoo gk min?,positive
15/06/2025,5,"Pelayanan bagus, udah beberapa kali beli disini selalu diberi rekomendasi yang tepat. Terimakasih terutama kepada mbak iin yang memberi pelayanan terbaik kepada saya☺️",positive
14/06/2025,5,"Beli handphone di Tiga Putra dibantu sama mbak Rere dan mbak Iin, pelayanan nya ramah, dibantu dengan baik. Terima Kasih",positive
14/06/2025,5,"Bolak balik kesini puas sih sama pelayanannya, walaupun sempat tanya2 dulu g langsung beli buat perbandingan merk mas nya tetap melayani dengan ramah. Kayak e mas2 yg tulus sih. Mungkin kalo ketoko sini bisa cari mas Rossi deh",positive
12/06/2025,1,"Pelayanan TIGA PUTRA dari dulu memang sangat buruk. Dulu pernah beli dapet sales cowo yg pelayanannya buruk, bisa marah2 gitu ke customer. barusan sekarang coba beli lagi ternyata pelayanan salesnya buruk lagi. Yg barusan dilayani ama sales cewe namanya iin. Belum beli aja, lu ngejar ngejar customer suruh beli barangnya. Abis selesai dibeli dibayar, salesnya tidak mau meladeni lagi. Gak bakall deh beli lagi di tiga putraa !!!!!mending saya beli di samsung official store aja langsung, halah beli disini palingan cuman dapet potongan 50 ribu - 100 ribu doankk dengan pelayanannn burukkk sekalii!! Kasi minum air putih aja gak dikasi sama sekaliii,,,kagak modalll!!!! Gak bakalll ke tempat ini lagi....cukup kmrn terakhir kali ..",negative
05/06/2025,5,"Pelayanan bagus, mas mbak nya ramah, dan banyak event-event menarik di tiga putra.. mantap",positive
01/06/2025,1,satpamnya bintang 1 bgt ga ramah,positive
30/05/2025,1,Tolong kedepannya kl konsumen bilang pakai kartu kredit jgn di jebak buat bikin akun pinjol ya! Apalagi pinjol indodana. Orang jelas2 pake kartu kredit malah disuruh daftar pinjol. Terus kl udh pake kartu kredit tuh biasannya lgsg pake kartu. Kok bisannya di jebak pembayarannya lewat ecommerce? Tau gitu beli online aja gk ush repot2 datang.,negative
30/05/2025,1,"satpam nya ga sopan ,pelanggan merasa ga dihormati.minimal kasi pelayanan yg baik lah.mending bayar parkir 2ribu daripada parkir gratis kyk gitu",positive
30/05/2025,1,"satpam nya ga ramah sama sekali ,masa sama costumer gabisa ngomong baik2.masa sama costumer ngomongnya nada tinggi gapunya attitude ngejelekin nama perusahaan aja kalo gitu buat pelanggan ga nyaman.",positive
09/04/2025,5,Pegawai ramah,positive
07/04/2025,5,"Pelayanan terbaik dg mas Ervian, maaf ternyata namanya mas Erivan. Komunikatif. Sabar dan ramah. Sampai sekarang masih disini kalau perlu hp.",positive
28/03/2025,5,Pelayanannya cepat dan ramah,positive
27/03/2025,5,Tempat bagus dan nyaman pelayanan jg memuaskan,positive
27/03/2025,5,Mbak Dwi pelayanannya sangat bagus terhadap costumer. Tempatnya nyaman Maju terus dan sukses selalu untuk 3 Putra Kawi,positive
26/03/2025,5,Pelayanan responsif,positive
26/03/2025,5,Pelayanan baik dan ramah puas sekali,positive
26/03/2025,5,"Pelayanan bagus , promo banyak dan tempat nyaman",positive
23/03/2025,5,Para staff ramah dan mengarahkan. Tidak condong pada merek tertentu. Bisa mereferensikan semua produk.,negative
22/03/2025,5,"Pelayanan sangat baik, ramah, cepat dan terpercaya barang berkualitas dan dalam kondisi baik dan baru",positive
22/03/2025,5,"Belanja di tiga putra Hp pusat kawi, beberapa kesempatan sangat menyenangkan kan, terutama dengan segi pelayanan yg sangat amat baik, untuk MB Selfi n mas Adit.. Segala merk hp dgn kualitas, harga sangat terjangkau, pelayanan memuaskan..Sering2 belanja Hp di tiga putra kawi, BS JD alternatif menyenangkan kan utk semua konsumen yg hobi beli Hp dan ingin upgrade..BS pilih tiga putra kawi utk beli Hp..Salam sukses selalu utk semua konsumen dan karyawan tiga putra kawi .",positive
21/03/2025,5,Tempat langganan beli HP. Original & service ramah. Thank you!✨,positive
20/03/2025,4,Mbak mbak pelayannya sangat membantu...harga bersahabat lho disini dibanding yg lainnya,positive
20/03/2025,5,"Pelayananya baik , selalu beli samsung di 3 putra",positive
20/03/2025,5,Cs ramah dan membantu sekali,positive
20/03/2025,4,"Alhamdulillah.. Dah beli HP baru di tiga putra kawi Pelayanan cepat, ramah, informatif.. The best!",positive
20/03/2025,5,"Pelayananannya baik dan ramah, barang yang ditawarkan lengkap. Mantaaap",positive
18/03/2025,5,Selalu langganan disini.,positive
18/03/2025,5,"Terima kasih banyak, pelayanannya sangat baik. Recommended untuk beli HP di tiga putra store kawi",positive
17/03/2025,5,barang lengkap..fasilitas nyaman dan pelayanan ramah..terimakasih,positive
17/03/2025,1,Tingkat kan ke ramah dan murah senyum,positive
17/03/2025,1,Coba pegawainya senyum lak muaniss,positive
17/03/2025,1,Kalo ada customer keseana harus nya di permudah bukan nya si persulit kesana kemarai,negative
17/03/2025,1,Karyawan tidak punya etika ...,positive
17/03/2025,1,"Tempat terburuk untuk menjual hp dan karyawan tidak punya etika , sistem kerja karyawan juga tidak pasti , orang dibilang produk bukan asli bukan hp konternya sendiri yang bukan produk asli",positive
17/03/2025,1,"Karyawan pada sibuk sendiri , Ac dimatikan ruangan jadi pengap masak toko segede gini dimatikan acnya padahal saya bawa anak kecil , pelayanan buruk saya dilempar seperto bola pingpong sales ini sales itu",negative
17/03/2025,5,Beli samsung A55 di toga putra kawi daat promo free parcel,positive
16/03/2025,5,"Pelayanannya satset , Mbk nya Ramah asik di Ajak bercanda. Mbk gayaatri sama Mbk kredivo Selvy terus tigaputra",positive
15/03/2025,1,"Pelayanannya bagus, tapi ada beberapa staff yang memaksa dan terus menanyakan hal” yang terkesan tidak percaya dengan pelanggan",positive
15/03/2025,5,Pelayanan bagus sekali mantab,positive
13/03/2025,5,Mantab,positive
13/03/2025,5,Oke,positive
12/03/2025,5,Pelayanan yang ramah,positive
11/03/2025,5,Pelayanan baik sabar rekomen banget buat cari handphone di 2025,positive
11/03/2025,5,Pelayanannya mas tama ramah dan oke,positive
11/03/2025,5,Sudah langganan . Proses cepat.,positive
10/03/2025,5,"Langganan disini, dan kebetulan ada promo, beli hp dapat parcel. Sukses selalu Tiga Putra",positive
10/03/2025,5,Pelayanan ramah dan memuaskan,positive
10/03/2025,5,Promonya oke hadiah oke dan pelayanannya oke Terimakasih mas tama,positive
10/03/2025,5,Pelayanan mas tama oke penjelasan ringkas.. Terimakasih tiga putra,positive
10/03/2025,5,"Good banget, pelayanan dari promotor nya",positive
09/03/2025,5,Layanan cepat dan ramah,positive
09/03/2025,5,"Tempat Bagus, Pelayanan Ramah. Tetimakasih Tiga Putra",negative
09/03/2025,5,"Pelayanannya ramah, totalitas dan santun dapat parcel lg untuk pembelian di bulan Romadhon gas kan guys ke 3 Putra",negative
09/03/2025,5,"Pelayanan nya bagus , rekomen buat yg cari hp harga dijamin termurrahh ✨✨",positive
08/03/2025,5,Tiga putra menarik,positive
08/03/2025,5,Di layani sama mbk sbil cantek,positive
08/03/2025,5,"pelayanan top markotop, jelas banget penjelasannyaa, terus dapet parcel jugaa karna promo ramadhan. Sukses selalu tiga putra kawi dan mbak masnyaa",positive
07/03/2025,5,"Pelayanan mbak Rima selalu baik, ramah, gercep, murah, istimewa, langganan disini",positive
26/02/2025,5,"Hari ini sebenernya mau beli HP ke toko ini, di rumah liat rating toko banyak yg bintang 1, kasir judes, cari toko lain aja. Wkwkw",positive
11/02/2025,1,Gak niat ngadain doorprize buat konsumen. Mending beli online aja banyak promo.,positive
31/01/2025,5,"Responsif, dan pelayanannya sangat baik",positive
29/01/2025,5,"Terimakasih banyak, Mas Agung, wes sabar njelasno kanan kiri ke sy yg bingung cari hp, soalnya pilihanya lengkap dan bersaing. Wes pokoknya jempol rekomended wes... Thanks 3 putra. Sudah dapat gift juga n undian... Mudah2an dapat. Amin2",positive
24/01/2025,5,Seller responsif dan cepat,positive
20/01/2025,5,"Beli unit samsung ditiga putra kawi kebetulan yang melayani mas udin, ramah banget informatif dan super helpfull parah. Unitnya juga bagus semoga awet.",positive
18/01/2025,5,Karena workshop oppo Reno 13 hari ini jadi kepincut pengen PO,positive
18/01/2025,5,Puas sekali,positive
18/01/2025,5,Pelayanan bagus dan acaranya menarik,positive
18/01/2025,5,Keren dan rame pelayanan cepat,positive
18/01/2025,5,"Pelayanan ramah, tempat nyaman",positive
18/01/2025,5,Sangat senang dengan pelayanannya,positive
17/01/2025,1,"Mohon maaf tapi emang harus ⭐1, di tanya di DM IG boleh atau ga beli di Shopee tapi ambil di toko balesannya gak boleh, di tanya di official tokonya juga di Shopee gak boleh juga, lumayan padahal voucher diskon saya, eh begitu beli di toko, ada yg beli lewat Shopee, hpnya diambil sendiri, notanya doang dikirim sama kurir, kocaaakkkkkk",negative
03/01/2025,2,"Gae mas² sing lemu rambut lurus tolong lek ngelayani sing ramah, masio mek takon² tok. Jalok brosur Xiaomi jare gaonok, barang diterno Nang display hpne lakok onok. Iyo lek ganteng ngono, wes gak ganteng gak ramah neh. Minimal ados sek mas.",positive
14/12/2024,5,"Pelayananny cukup ramah dan baik Dsaat kita mau lihat2 aja, kita ga terlalu digangguin jadi lebih puas buat cek2. Ga langsung beli tapi minta kontak buat lebih lanjut tanya via WA juga dilayani dengan baik So far aftersalesny juga bagus.",positive
13/12/2024,1,Malam ini saya belanja di Tiga putra kawi proses nya aman dan enjoy aja sih cuma di bagian pembayaran mbak² kasir nya (name tag aura) kurang menghargai customer saya menanyakan perihal pembelian dijawab dengan ketus dan judes mohon perbaiki attitude kasir nya saya belanja jadi ga nyaman tolong hargai saya juga beli pakai uang yang tadinya happy jadi kaya gini,negative
13/12/2024,1,"kasirnya kurang enak, buat ganyaman , mana judess. tolong diperbaiki lagi buat yang dikasir",positive
02/12/2024,5,"Belanja di tiga putra menyenangkan. Di dampingi oleh m. ALFA baik, ramah, dan sangat sangat membantu.",positive
01/12/2024,1,"Baru saja ngalamin transaksi di tiga putra kawi, tidak tahu kenapa yg awalnya lancar, baik2 saja dan sudah transaksi di lewat shopee, sempat nunggu lama. Tiba2 pegawainya bilang barang yg saya beli tidak tersedia, dan hanya sisa display .. padahal sebelumnya sempat tanya katanya tidak ada display aneh sih ini, bener2 jadi tanda tanya besar. Dan setelah saya cek lagi barang tersebut masih ada di shopee.",negative
27/11/2024,2,"pas minggu ke toko kawi, lagi berdiri dekat kasir, kasirnya ditanyaain sama mbak mbak disampingnya, kasirnya malah JUDES banget jawabnya. meski ngobrol sama sesama karyawan, kesannya kurang baik aja kalo di depan customer. dan posisi di depannya ada gojek lagi antri mau ambil barang. attitude mbak kasirnya tolong di perbaiki lagi",positive
20/11/2024,5,"Pelayanan, fasilitas, harga, kelengkapan produk yg tersedia, smua membuat tempat ini jd tempat yg recommended bgt utk beli Gadget. Top deh.. Thankyou",positive
19/11/2024,5,"Pelayanan ramah Banyak promo Tempat nyaman , bersih",positive
18/11/2024,5,Pelayanan sangat ramah dan bagus...,positive
16/11/2024,5,"Saya rekomendasikan untuk membeli hp dan gadget di sini. Pelayanan sangat the best dan demo hp dna gadget lain sangat lengkap dan detail. Harga juga bersaing. Personilnya ramah-ramah, humble dan friendly semuanya.",positive
13/11/2024,5,Di layani sama sabil cantik,positive
12/11/2024,5,Mantap sangat fast respon Sales adit oppo,positive
12/11/2024,5,Toko handphone pelayanan terbaik dan memuaskan joss,positive
12/11/2024,5,Pelayanan bagus .memuaskan . Cm AC kurang dingin . Harga lumayan,positive
11/11/2024,5,"Rekomended buat beli gawai. Servicenya juga top banget. Td dilayani sama Mba Gayatri, ramah banget orangnya. Kasih penjelasannya juga detail. Bintang Lima pokoknya.",positive
11/11/2024,5,"Tiga Putra kawi pelayanan memuaskan , beli nyaman , legah & sangat - sangat puas kwalitas barang di jamin sangat bagus",positive
10/11/2024,5,"Tempatnya bagus,bersih,luas,untuk pelayananya tdk perlu di ragukan lagi mbak riris emang terbaik sih semoga selalu di pertahankan terus untuk kualitas pelayanannya,sukses selalu tiga putra",positive
10/11/2024,5,"Harga miring pelayanan mas tama oke, tempatnya juga nyaman .. Terimakasih tigaputra",positive
10/11/2024,5,Pelayanan sales mba ria : Pelayanan dari Mba Ria sangat bagus dan memuaskan,positive
09/11/2024,5,Kerenn pelayanannya....,positive
09/11/2024,5,"lagi lagi beli hp ke tiga putra krn pelayanannya yg ramah, dilayani sama mas rossi yg baik terima kasih mas rossi.",positive
09/11/2024,5,"Pelayanan nya oke,mas tama juga ramah dan telaten dalam handel cust .. Terimakasih",positive
09/11/2024,5,Dari dtg sampe aku beli ramah buanget bisa langsung ke bro erifan aja kalau ksni kalian gak bakalan pusing milih dy jelasinnya detil poll tempatnya nyaman adem pelayanan sat set,negative
09/11/2024,5,Puas banget . Pelayanan sopan. Harga terjangkau The best,positive
09/11/2024,5,Pelayanan baik dan ramah Informasi yang diberikan mudah dipahami. Dibantu oleh mas Yusril. Terima kasih,positive
09/11/2024,5,"Store hp yang bagus di kota malang. Tempatnya bagus, bersih, luas, semua brand hp lengkap. Salesnya ramah, baik, telaten. Saya di layani sama mbak avia dan mas zein terimakasih servisnya",positive
08/11/2024,5,Pelayanan ramah datang langsung di bantu sama mbk diajeng diarahkan dengan kalem dan sabar tiga putra the best,positive
08/11/2024,5,Lengkap,positive
08/11/2024,5,Pelayanan mbak diajeng very good.. Udah langganan kapan dikasih hadiah ya,positive
08/11/2024,5,Penanganannya sangat cepat dan ramah makasih ya mbk Gayatri udah bisa membantu pelayanannya dengan sat set,positive
07/11/2024,5,Pelayanan bagus dan ramah,positive
07/11/2024,5,Kak yajeng Pelayanan ramah dan baik terhadap kastermer,positive
07/11/2024,5,Terima kasih tigaputra Pelayanan dari adit oppo,positive
07/11/2024,5,"Banyak promo dan hadiahnya, dan untuk pelayanan nya mas tama oke dan ramah.. Terimakasih tiga putra",positive
07/11/2024,5,Di layanii sama kak sabil mantap,positive
07/11/2024,5,"Sangat lengkap, pelayanan nya pun juga ramah",positive
06/11/2024,5,Pelayanan ramah cepat Barang nya juga rekomendasi banget,positive
03/11/2024,5,Sangat membantu,positive
03/11/2024,5,Sangat rekomendasi untuk yang bingung buat beli hp pertama kali bisa disini saya dinotice langsung dengan mas ahmad bisa ditanyakan semuanya tentang spesifikasi dan lain lainya sangat membantu,positive
02/11/2024,5,Pelayanan ramah parkir luas tempat nyaman,positive
02/11/2024,5,Pelayanannya bagus Untuk mas bintang nya ramah,positive
02/11/2024,5,"Pelayanannya bagus banget, kakaknya ramah dan pelayanannya cepat",positive
01/11/2024,5,"Pelayanan mantap, tempat juga nyaman",positive
01/11/2024,5,Selalu beli hp baru disini mantap bro,positive
31/10/2024,5,"pelayanannya bagus,mbak ramah",positive
31/10/2024,5,Ramah banget,positive
31/10/2024,5,Menyala,negative
31/10/2024,5,"Pelayanannya ramah, bisa nego",positive
31/10/2024,5,"Pelayanan baik , karyawan baik dan ramah .. tempat nyaman",positive
21/10/2024,5,great,positive
21/10/2024,5,Ramah ramah pelayanan bagus,positive
21/10/2024,5,"Saya suka pelayanan di Tiga Putra HP dari jaman saya SD karena pelayanan yang memuaskan dan banyak promo yang ditawaran, tempat luas dan banyak cabang suka bangett",positive
21/10/2024,5,pelayanan nya ramah pilihan barang lengkap,negative
21/10/2024,5,Good,positive
21/10/2024,5,Bagus pelayanannya,positive
21/10/2024,5,sangat baik,positive
21/10/2024,5,Pelayanan terbaikk,positive
28/09/2024,1,"Pengalaman yang sangat nggak enak. Waktu hujan deras, saya pinjam payung, tapi satpamnya malah ngelayanin dengan kasar dan nggak ramah sama sekali. Padahal saya cuma butuh bantuan karena lagi hujan deras. Jujur, jadi bikin nggak nyaman banget. Semoga ke depannya pelayanannya bisa lebih baik dan sopan.",positive
04/09/2024,5,Customer service is really great! very satisfied. Friendly and helpful.,positive
30/07/2024,5,"Cukup lengkap, harga bersaing, tp salesnya kurang menguasai produk",positive
11/07/2024,5,lengkap,positive
09/07/2024,5,"Duluuu banget jaman beli hp pertama tuh di Tiga Putra yang di Gajahmada. Akhirnya kembali ke Tiga Putra lagi setelah buka di Kawi yang deketttt buanget sama rumah. Trus ada Grapari nya di lantai 2. Seneng banget kalo butuh ke Grapari gak usah jauh2 lagi. Graparinya yg di sini pelayananannya juga oke (udah pernah saya review). Lokasinya strategis, akses parkir gampang, tempat bersih, nyaman, luas. Pelayanan dari pintu masuk, pembelian, pembayaran, sampe instalasi sangat baik semua. Hari ini saya beli produk pas banget ada promo cashback 300rb. Berlaku sampe tanggal 10 Juli 2024 aja guys. Buruan.",positive
06/07/2024,4,Pelayanan ramah dan memuaskan . Soal harga ya bawa rupa lah yaa.. So far so good,positive
23/06/2024,5,"Pelayanan oke bgt,, byk diskon dan paling ibu2 suka bisa nyicil acara lomba byk bgt hadiah langsung gratis lagi pendaftarannya",positive
23/06/2024,5,3 putra paling berkualaitas produk sangat baik,positive
23/06/2024,5,"lengkap, murah dan terpercaya",positive
11/06/2024,1,Mbak mbak kasir kurang ramah,negative
29/05/2024,5,"Pelayanan yg memuaskan, stok terlengkap",positive
05/05/2024,1,Kasir nya tanpa senyum dan urusan pembayaran ribet.,positive
04/05/2024,5,"Pelayanan sangat ramah ,harga termurah ,",positive
04/05/2024,5,Pelayanan suip,positive
04/05/2024,5,Beli hp dapet hadiah juga,positive
04/05/2024,5,"Seruu bangett, pelayanan nya juga baguss, ruangan nya sangat baik dan nyaman, nyaman polll saya sangat senang di tiga putra, pelayanan baik baik semua dan ramah semua...",negative
04/05/2024,5,"Mantab, produk lengkap, pilihan varian selali tersedia, pelayanan sangat memuaskan, sales ramah, harga termurah, sudah cari di toko lain, ternyata pilihan termurah tetap di tiga putra, pertahankan, puas bgt belanja di tiga putra",positive
04/05/2024,5,Tiga putra toko hp Ter the best,positive
04/05/2024,5,Terimakasih atas informasinya,positive
04/05/2024,5,Terima kasih,positive
04/05/2024,5,Pelayanan bagus sekali,positive
04/05/2024,5,"Tepung terigu dalam kuali, ikat wadahnya gunakan taki, jangan ragu beli hp lagi, hanya di tiga putra kualitas terjamin dan terbukti ❤️❤️❤️",positive
04/05/2024,5,Tiga putra kawi the best,positive
04/05/2024,5,Tiga putra is the best,positive
04/05/2024,5,Pelayanannya baik dan ramah,positive
04/05/2024,5,Pelayanannya bagus,positive
04/05/2024,5,Top,positive
04/05/2024,5,Tiga putra mantap,positive
04/05/2024,5,Harga ok pelayanan ok,positive
04/05/2024,5,"Tempat nyaman, lokasi strategis. Oke banget beli disini. Pelayanan nyaman.",positive
04/05/2024,5,Tiga putra luar biasa,positive
04/05/2024,5,Murah aman terpercaya,positive
04/05/2024,5,"Pelayanan ok, dan sat set",positive
04/05/2024,5,"Tiga putra terbaik, amanah",positive
04/05/2024,5,"Peehh Jan Nyeni om hp e, semangat terus om",negative
04/05/2024,5,Pita tiara warna biru Tiga putra semakin maju Terimakasih Tiga Putra Banyak produc nya murah dan bnyak bonus,positive
04/05/2024,5,"Tiga putra kawi memang mantap,pelayan dan banyak pilihannya",positive
04/05/2024,5,Saat datang langsung dibantu dan diarahkan. Pegawai sangat ramah dan membantu proses transaksi. Store luas dan nyaman. Tempat parkir juga memadai.,positive
04/05/2024,5,TIGA PUTRA KAWI kerennnn...hadiah berlimpahhh KETUPAT.. KEJUTAN UNTUNG BERLIPAT,positive
04/05/2024,5,Tiga putra kawi weldone semoga selalu jaya,positive
04/05/2024,5,Baru pertama kali ke tiga putra jalan kawi pas puasaan. Pegawai nya ramah dan informatif. Pas nunggu saat beli smartphone gak kerasa sampai adzan magrib untung di tiga putra juga jual minuman untuk batalin puasa wkwk Terima kasih Tiga Putra,positive
04/05/2024,5,"Sangat suka pelayanan dari tiga putra Kawi,sangat ramah sekali,hrga juga murmer",positive
04/05/2024,5,Tempat bagus & nyaman Parkir luas Pelayanan cepat & ramah,positive
04/05/2024,5,"Tiga putra ,konter favorit e wong indonesia massssseee♥️",positive
04/05/2024,5,Semuanya bintang 5 lebih,positive
04/05/2024,5,Tiga Putra Kawi.. Rekom toko HP di malang... bintang 10 pokoknya penilaian semuanya,positive
04/05/2024,5,"Tempat jual hp, sepeda listrik, aksesoris lengkap harga bersaing di kota Malang. Semua kru nya ramah dan ada undiannya juga.",positive
04/05/2024,5,Tiga putra the best,positive
04/05/2024,5,Jalan jalan ke kota malang habis hari raya... Bingung mau beli oleh-oleh apa.. Mampir ke tiga putra kawi aja. Beli hape baru yang pasti oke punya... Tiga putra kawi mantap,positive
04/05/2024,5,Tiga Putra woke banget...semua merk hp tersedia,positive
04/05/2024,5,"Aku buta banget mengenai spek hp android sesuai dengan kebutuhan ibuq, begitu datang ke tiga putra kawi semua masalah teratasi, pegawainya ngejelasin banget dan akhirnya saat itu juga aku beli. Ibuq senang akupun juga seneng liatnya",negative
04/05/2024,5,Uhuy cling,negative
04/05/2024,5,Meskipun jauh selalu beli hp disini,positive
04/05/2024,5,"Beli hp disini type Vivo Y17 s , harga murah dengan spek tinggi, pelayanan bagus, tempat parkir luas, rekomended buat beli hp baru. Dan yang paling penting ada undiannya...",positive
04/05/2024,5,"Luas tempatnya, lengkap koleksi nya, harga terjangkau, pelayanannya OK, banyak hadiahnya.",positive
04/05/2024,5,Pelayanan bagus dan ramah maju terus tiga putra,positive
04/05/2024,5,"Ada kepompong, ada kupu-kupu Cari hp baru,tiga putra yang aku tuju.. Tiga putra kawi kerenn.....",negative
04/05/2024,5,Harga murah pelayanan bagus,positive
04/05/2024,5,"Tempat nyaman,pelayanan ramah,...pembayaran flexibel ada kredit atau tunai....2x beli ditempat ini sangat sangat menyenangkan karena pas banyak promo.... recommend banget utk kamu yg lagi butuh gadget....",positive
04/05/2024,5,3putra kawi mantap...,positive
04/05/2024,5,Karyawannya ramah banget makanya sering beli disini eh gak sering masih 3 kalii heheh kedepannya pasti sering beli disini lagi,positive
04/05/2024,5,Tiga Putra toko hp paling lengkap semalang raya dan service karyawannya ramah ramah dan sangat membantu... sebelum lebaran sudah ambil 3 hp samsung di tiga putra kawi.... maju terus tiga putera kawi...,negative
04/05/2024,5,"Toko nya bagus,pelayanannya baik,karyawannya ramah,banyak cashback bikin pelanggan tertarik",positive
04/05/2024,5,"Pelayanan nya sangat ramah, produknya juga bagus bagus, pokonya terbaik!!",positive
