date,rating,ulasan_mentah,text,sentiment
N/A,0,Pelayanan ramah dan memuaskan . Soal harga ya bawa rupa lah yaa.. So far so good,layan ramah dan muas soal harga ya bawa rupa lah ya sok far sok good,positive
N/A,0,"Pelayanan oke bgt,, byk diskon dan paling ibu2 suka bisa nyicil acara lomba byk bgt hadiah langsung gratis lagi pendaftarannya",layan oke banget banyak diskon dan paling ibu suka bisa nyicil acara lomba banyak banget hadiah langsung gratis lagi pendaftaranya,positive
N/A,0,3 putra paling berkualaitas produk sangat baik,putra paling berkualaitas produk sangat baik,positive
N/A,0,"lengkap, murah dan terpercaya",lengkap murah dan percaya,positive
N/A,0,Mbak mbak kasir kurang ramah,mbak mbak kasir kurang ramah,negative
N/A,0,Kasir nya tanpa senyum dan urusan pembayaran ribet.,kasir nya tanpa senyum dan urus bayar ribet,positive
N/A,0,"Pelayanan sangat ramah ,harga termurah ,",layan sangat ramah harga murah,positive
N/A,0,Pelayanan suip,layan suip,positive
N/A,0,Beli hp dapet hadiah juga,beli hp dapat hadiah juga,positive
N/A,0,"Seruu bangett, pelayanan nya juga baguss, ruangan nya sangat baik dan nyaman, nyaman polll saya sangat senang di tiga putra, pelayanan baik baik semua dan ramah semua...",seru banget layan nya juga bagus ruang nya sangat baik dan nyaman nyaman pol saya sangat senang di tiga putra layan baik baik semua dan ramah semua,positive
N/A,0,"Mantab, produk lengkap, pilihan varian selali tersedia, pelayanan sangat memuaskan, sales ramah, harga termurah, sudah cari di toko lain, ternyata pilihan termurah tetap di tiga putra, pertahankan, puas bgt belanja di tiga putra",mantab produk lengkap pilih varian lali sedia layan sangat muas sales ramah harga murah sudah cari di toko lain nyata pilih murah tetap di tiga putra tahan puas banget belanja di tiga putra,positive
N/A,0,Pelayanannya baik dan ramah,pelayananya baik dan ramah,positive
N/A,0,Harga ok pelayanan ok,harga ok layan ok,positive
N/A,0,"Tempat nyaman, lokasi strategis. Oke banget beli disini. Pelayanan nyaman.",tempat nyaman lokasi strategis oke banget beli sini layan nyaman,positive
N/A,0,Murah aman terpercaya,murah aman percaya,positive
N/A,0,"Pelayanan ok, dan sat set",layan ok dan sat set,positive
N/A,0,"Peehh Jan Nyeni om hp e, semangat terus om",peeh jangan nyeni om hp semangat terus om,positive
N/A,0,Pita tiara warna biru Tiga putra semakin maju Terimakasih Tiga Putra Banyak produc nya murah dan bnyak bonus,pita tiara warna biru tiga putra makin maju terimakasih tiga putra banyak produc nya murah dan banyak bonus,positive
N/A,0,"Tiga putra kawi memang mantap,pelayan dan banyak pilihannya",tiga putra kawi memang mantap layan dan banyak pilihanya,positive
N/A,0,Saat datang langsung dibantu dan diarahkan. Pegawai sangat ramah dan membantu proses transaksi. Store luas dan nyaman. Tempat parkir juga memadai.,saat datang langsung bantu dan arah pegawai sangat ramah dan bantu proses transaksi store luas dan nyaman tempat parkir juga pada,positive
N/A,0,TIGA PUTRA KAWI kerennnn...hadiah berlimpahhh KETUPAT.. KEJUTAN UNTUNG BERLIPAT,tiga putra kawi keren hadiah limpah ketupat kejut untung lipat,positive
N/A,0,Tiga putra kawi weldone semoga selalu jaya,tiga putra kawi weldone moga selalu jaya,positive
N/A,0,Baru pertama kali ke tiga putra jalan kawi pas puasaan. Pegawai nya ramah dan informatif. Pas nunggu saat beli smartphone gak kerasa sampai adzan magrib untung di tiga putra juga jual minuman untuk batalin puasa wkwk Terima kasih Tiga Putra,baru pertama kali ke tiga putra jalan kawi pas puasa pegawai nya ramah dan informatif pas nungu saat beli smartphone enggak rasa sampai adzan magrib untung di tiga putra juga jual minum untuk batalin puasa wkwk terima kasih tiga putra,positive
N/A,0,"Sangat suka pelayanan dari tiga putra Kawi,sangat ramah sekali,hrga juga murmer",sangat suka layan dari tiga putra kawi sangat ramah sekali hrga juga murah riah,positive
N/A,0,Tempat bagus & nyaman Parkir luas Pelayanan cepat & ramah,tempat bagus nyaman parkir luas layan cepat ramah,positive
N/A,0,"Tempat jual hp, sepeda listrik, aksesoris lengkap harga bersaing di kota Malang. Semua kru nya ramah dan ada undiannya juga.",tempat jual hp sepeda listrik aksesoris lengkap harga saing di kota malang semua kru nya ramah dan ada undianya juga,positive
N/A,0,Tiga Putra woke banget...semua merk hp tersedia,tiga putra woke banget semua merk hp sedia,positive
N/A,0,"Aku buta banget mengenai spek hp android sesuai dengan kebutuhan ibuq, begitu datang ke tiga putra kawi semua masalah teratasi, pegawainya ngejelasin banget dan akhirnya saat itu juga aku beli. Ibuq senang akupun juga seneng liatnya",aku buta banget kena spek hp android sesuai dengan butuh ibuq begitu datang ke tiga putra kawi semua masalah atas pegawai ngejelasin banget dan akhir saat itu juga aku beli ibuq senang aku juga senang lihat,positive
N/A,0,"Beli hp disini type Vivo Y17 s , harga murah dengan spek tinggi, pelayanan bagus, tempat parkir luas, rekomended buat beli hp baru. Dan yang paling penting ada undiannya...",beli hp sini type vivo ya si harga murah dengan spek tingi layan bagus tempat parkir luas rekomended buat beli hp baru dan yang paling penting ada undianya,positive
N/A,0,"Luas tempatnya, lengkap koleksi nya, harga terjangkau, pelayanannya OK, banyak hadiahnya.",luas tempat lengkap koleksi nya harga jangkau pelayananya ok banyak hadiah,positive
N/A,0,Pelayanan bagus dan ramah maju terus tiga putra,layan bagus dan ramah maju terus tiga putra,positive
N/A,0,Harga murah pelayanan bagus,harga murah layan bagus,positive
N/A,0,"Tempat nyaman,pelayanan ramah,...pembayaran flexibel ada kredit atau tunai....2x beli ditempat ini sangat sangat menyenangkan karena pas banyak promo.... recommend banget utk kamu yg lagi butuh gadget....",tempat nyaman layan ramah bayar flexibel ada kredit atau tunai kali beli tempat ini sangat sangat senang karena pas banyak promo recomend banget untuk kamu yang lagi butuh gadget,positive
N/A,0,Karyawannya ramah banget makanya sering beli disini eh gak sering masih 3 kalii heheh kedepannya pasti sering beli disini lagi,karyawanya ramah banget makanya sering beli sini eh enggak sering masih kali heheh depa pasti sering beli sini lagi,positive
N/A,0,Tiga Putra toko hp paling lengkap semalang raya dan service karyawannya ramah ramah dan sangat membantu... sebelum lebaran sudah ambil 3 hp samsung di tiga putra kawi.... maju terus tiga putera kawi...,tiga putra toko hp paling lengkap malang raya dan service karyawanya ramah ramah dan sangat bantu belum lebaran sudah ambil hp samsung di tiga putra kawi maju terus tiga putera kawi,positive
N/A,0,"Toko nya bagus,pelayanannya baik,karyawannya ramah,banyak cashback bikin pelanggan tertarik",toko nya bagus pelayananya baik karyawanya ramah banyak cashback bikin pelang tarik,positive
N/A,0,"Pelayanan nya sangat ramah, produknya juga bagus bagus, pokonya terbaik!!",layan nya sangat ramah produk juga bagus bagus pokok baik,positive
N/A,0,"Tiga putra toko hp terbaik,terlengkap, pelayanan sangat membantu dalam pemilihan hp yang cocok untuk kebutuhan. Sukses dan maju terus untuk tiga putra kawi malang",tiga putra toko hp baik lengkap layan sangat bantu dalam pilih hp yang cocok untuk butuh sukses dan maju terus untuk tiga putra kawi malang,positive
N/A,0,"toko hp terbaik. pengalaman beli hp disini selalu awet dan harganya ramah kantong plus banyak promonya hehe. tempat parkirnya juga luas, karyawannya juga cakep cakep dan ramah. salesnya juga paham betul soal produknya jadi lebih gampang untuk bandingin hp dari brand lain yang sesuai dengan kebutuhan kita (good job). sukses selalu tiga putra...",toko hp baik alam beli hp sini selalu awet dan harga ramah kantong plus banyak promonya hehe tempat parkir juga luas karyawanya juga cakep cakep dan ramah salesnya juga paham betul soal produk jadi lebih gampang untuk banding hp dari brand lain yang sesuai dengan butuh kita good job sukses selalu tiga putra,positive
N/A,0,"Rekomended, pelayanan ramah, pilihan banyak dan hadiah berlimpah.",rekomended layan ramah pilih banyak dan hadiah limpah,positive
N/A,0,"Tempatnya beli HP terlengkap di Malang, pelayanannya juga baik dan ramah",tempat beli hp lengkap di malang pelayananya juga baik dan ramah,positive
N/A,0,"Mantap, Pelayanan Ramah",mantap layan ramah,positive
N/A,0,"Tempatnya bersih,pelayanan sangat baik,pegawai sopan semua,produk selalu update terbaru.dan yang pasti seru karna ada undian yang hadiahnya menarik semua...pokoknya terbaik.",tempat bersih layan sangat baik pegawai sopan semua produk selalu update baru dan yang pasti seru karena ada undi yang hadiah tarik semua pokok baik,positive
N/A,0,"Pelayanan terbaik.. penjelasan tentang hp sangat jelas dan ringkas.. Tempatnya nyaman, parkiran luas",layan baik jelas tentang hp sangat jelas dan ringkas tempat nyaman parkir luas,positive
N/A,0,"Alhamdulillah tempatnya sangat strategis, mudah dijangkau, pelayanannya cepat dan ramah, semoga tambah lancar usahanya",alhamdulilah tempat sangat strategis mudah jangkau pelayananya cepat dan ramah moga tambah lancar usaha,positive
N/A,0,"tiga putra pelayanan nya baik bagus, banyak diskonya dan lengkap mulai dari sepeda listrik,handphone dan dll terlengkap semalang raya, semoga lancar selalu dan sukses kedepannya",tiga putra layan nya baik bagus banyak disko dan lengkap mulai dari sepeda listrik handphone dan dulu lengkap malang raya moga lancar selalu dan sukses depa,positive
N/A,0,CS ramah2.. pelayan amat baik.. dan termurah.. selalu langganan dr tahun2018.,cs ramah layan amat baik dan murah selalu langanan dari tahun,positive
N/A,0,"Seru sering ada kocokan undian berhadiah. Bersaing harga, tempat nyaman, parkir luas, baik beli atau gak beli tetep grapyak/ramah pelayanan. Input aja dikit klo proses pembelian auto kasih minum gratis donk, seperti kita service motor di Astra meski buat 1 person. Thx",seru sering ada kocok undi hadiah saing harga tempat nyaman parkir luas baik beli atau enggak beli tetap grapyak ramah layan input saja dikit kalo proses beli auto kasih minum gratis dong seperti kita service motor di astra meski buat person thx,positive
N/A,0,"Tiga putra pelayananny ramah, cabang ny jg banyak ditengah kota ada, di kabupaten jg ada, jd bisa mudah untuk cus langsung beli ke tempat... Hp yg dijual jg bnyk seriny, ada acsecoris ny jg. Dan yg paling menarik bnyk undian hadiah untuk customer Trimakasih tiga putra, jaya selalau",tiga putra pelayanany ramah cabang nya juga banyak tengah kota ada di kabupaten juga ada jadi bisa mudah untuk cus langsung beli ke tempat hp yang jual juga banyak seriny ada acsecoris nya juga dan yang paling tarik banyak undi hadiah untuk customer trimakasih tiga putra jaya lalau,positive
N/A,0,"Jika mencari lebih dari sekadar toko elektronik, melangkahlah ke Tiga Putra Kawi tempat di mana teknologi bertemu dengan gaya hidup.Dari rak-rak penuh dengan gadget terbaru hingga sudut-sudut yang diisi dengan perangkat elektronik canggih, setiap sudut Tiga Putra Kawi menyiratkan kisah yang menarik.",jika cari lebih dari sekadar toko elektronik langkah ke tiga putra kawi tempat di mana teknologi temu dengan gaya hidup dari rak rak penuh dengan gadget baru hinga sudut sudut yang isi dengan perangkat elektronik cangih tiap sudut tiga putra kawi sirat kisah yang tarik,positive
N/A,0,"Sekian kali dtg belanja disini dilayani dgn staf nya as always ramah dn menyenangkan, all staf friendly. Love this place (Tiga Putra Kawi) dn malam ini akupun dpt ketupat dr Tiga Putra Kawi, thx Tiga Putra n all team",sekian kali datang belanja sini layan dengan staf nya as always ramah dan senang al staf friendly love this place tiga putra kawi dan malam ini aku dapat ketupat dari tiga putra kawi thx tiga putra al team,positive
N/A,0,"Pelayanan ramah, tempat nyaman & bersih . Beli hp di sini bisa dapat kupon undian berhadiah menarik . Cocok untuk berlangganan di toko tiga putra kawi dan tidak ngecewakan",layan ramah tempat nyaman bersih beli hp di sini bisa dapat kupon undi hadiah tarik cocok untuk berlanganan di toko tiga putra kawi dan tidak ngecewakan,positive
N/A,0,Proses kredit cepat dan tanpa DP..,proses kredit cepat dan tanpa dp,positive
N/A,0,"Toko HP terbaik, harga terjangkau, kualitas sangat menarik, pelayanan memuaskan, semoga bisa berlangganan",toko hp baik harga jangkau kualitas sangat tarik layan muas moga bisa berlanganan,positive
N/A,0,Barangnya komplit,barang komplit,positive
N/A,0,Pelayanan memuaskan Produk yg Di tawarkan berkualitas Harga murah,layan muas produk yang di tawar kualitas harga murah,positive
N/A,0,"baru pertama kali beli disini,seneng banget pelayanan ramah,super cepat,gak ribet belanja disini masyaallah semoga sukses terus",baru pertama kali beli sini senang banget layan ramah super cepat enggak ribet belanja sini masyaalah moga sukses terus,positive
N/A,0,"Tempat paling komplit lah pokoknya, buat habisin duit wkwkwk",tempat paling komplit lah pokok buat habisin duit wkwkwk,positive
N/A,0,"Pelayanan ramah sekali, tempatnya luas sekali, nyaman",layan ramah sekali tempat luas sekali nyaman,positive
N/A,0,Proses kredit cepat,proses kredit cepat,positive
N/A,0,"Mantap banyak promonya, sukses selalu tiga putra",mantap banyak promonya sukses selalu tiga putra,positive
N/A,0,Toko Hp yang lengkap Dan Harga.nya Oke banget Perkara pelayanan Over All Nice .Worth it banget . Sabar Sabar Pindah data juga sampai selsai .,toko hp yang lengkap dan harga nya oke banget perkara layan over al nice worth itu banget sabar sabar pindah data juga sampai selsai,positive
N/A,0,"Pegawai cwok samsung tidak ramah disini ,mending langsung ke samsung store saja kalau beli .. Menyesal beli ke tiga putra not worth it susah diminta i tolong apa2 hahahah",pegawai cowok samsung tidak ramah sini mending langsung ke samsung store saja kalau beli sesal beli ke tiga putra not worth itu susah minta tolong apa hahahah,negative
N/A,0,"Tolong kalau itikad dari awal beli bisa tanpa garansi,ya jadi harus konsisten,bukan waktu udah dibuatkan nota malah garansi dimasukan ke tagihan,padahal dari awal bilang bisa,tp waktu sudah tercetak jadi nota bilang udah dari sistem. Sangat kecewa",tolong kalau itikad dari awal beli bisa tanpa garansi ya jadi harus konsisten bukan waktu sudah buat nota malah garansi masuk ke tagih padahal dari awal bilang bisa tapi waktu sudah cetak jadi nota bilang sudah dari sistem sangat kecewa,negative
N/A,0,"Pelayanan baik,dan ramah,hrg standar toko sejenis",layan baik dan ramah hrg standar toko jenis,positive
N/A,0,2x beli hp disini. Pelayanannya oke banget. Sabar² pokoknya hehehe. Kalau saya rekom buat yang nyari hp bisa kesini. Liat² tanya² dulu ajaaa gpp. Sapa tau langsung cocok,kali beli hp sini pelayananya oke banget sabar pokok hehehe kalau saya rekom buat yang cari hp bisa kesini liat tanya dulu saja gp sapa tau langsung cocok,positive
N/A,0,"varian HP lengkap, spg nya ramah, strategis lokasinya, ada kredit nya juga loh",varian hp lengkap spg nya ramah strategis lokasi ada kredit nya juga loh,positive
N/A,0,"Staf nya ramah bangettt, masih di parkiran aja udah di say hello dengan ramah. Cuma nanya barang yg dicari, dibantu carikan sampe dapat atau ada barang yg mirip2 sama yg kita Mau. Stock HP baru lengkap.",staf nya ramah banget masih di parkir saja sudah di sayang halo dengan ramah cuma tanya barang yang cari bantu cari sampai dapat atau ada barang yang mirip sama yang kita mau stock hp baru lengkap,positive
N/A,0,Lama nunggunya..,lama nungunya,negative
N/A,0,Tanya2 aja awalnya ttg kredit setelah itu saudara yang mau ambil hp masih mikir2 meme muka karyawanya langsung berubah...jadi bikin gk berani kesini lgi,tanya saja awal tg kredit telah itu saudara yang mau ambil hp masih mikir meme muka karyawanya langsung ubah jadi bikin enggak berani kesini lagi,negative
N/A,0,"Udah 2x kesini karena emang pelayanannya ramah² sih,, dan rekomendasinya slalu bagus. Tempatnya luas,, ada berbagai brand handphone,, tinggal pilih aja",sudah kali kesini karena memang pelayananya ramah sih dan rekomendasi selalu bagus tempat luas ada bagai brand handphone tinggal pilih saja,positive
N/A,0,"Pelayanan oke,cepat dan ramah. Tempat juga bersih. Kamar mandi juga bersih",layan oke cepat dan ramah tempat juga bersih kamar mandi juga bersih,positive
N/A,0,"Stok ada ngakunya gak ada. Pembelian hp baru gak dijelasin isi box apa aja, gak dicoba dulu bisa apa gak. Dodol gorengan ae bos",stok ada ngakunya enggak ada beli hp baru enggak dijelasin isi box apa saja enggak coba dulu bisa apa enggak dodol goreng saja bos,negative
N/A,0,Toko Tiga Putra Handphone Centre terletak dijalan utama Kota Malang yang mudah dijangkau masyarakat. Toko Tiga Putra Handphone Centre layanan karyawan yang bagus. Toko Tiga Putra Handphone Centre ada banyak pilihan HP berbagai merk. Toko Tiga Putra Handphone Centre ada juga sepeda motor listrik dan juga ada ruang tunggu bagi konsumen.,toko tiga putra handphone centre letak jalan utama kota malang yang mudah jangkau masyarakat toko tiga putra handphone centre layan karyawan yang bagus toko tiga putra handphone centre ada banyak pilih hp bagai merk toko tiga putra handphone centre ada juga sepeda motor listrik dan juga ada ruang tungu bagi konsumen,positive
N/A,0,Selalu sip pelayanannya mantap,selalu sip pelayananya mantap,positive
N/A,0,"Pelayanan lama dan pegawai kurang handal dalam proses penjualan. Jadi kemarin saya dan rekan saya membeli 3 hydrogel untuk sekaligus dilakukan pemasangan. Ketika awal sampai kami disambut SPG/pegawai, dan kami bertanya2 tentang barang yg ingin kita beli, namun ketika bertanya tentang harga barang tersebut harga yg disampaikan oleh SPG/pegawai beberapa kali berganti2, disini saya mulai agak aneh karena terkait harga saja kok bisa berubah2. Setelah proses pembayaran kami diminta menunggu, namun karena dirasa lama kurang lebih 15 menit tidak ada informasi lagi dari SPG/pegawai dan kasir sama sekali, maka kami inisiatif bertanya, dan ternyata disampaikan ada kendala sistem. Kondisi di meja kasir banyak SPG/pegawai yg berkumpul dan hanya melihat2 se keliling, namun tidak ada satupun yg menghampiri kami untuk memberikan info tentang kendala yg mereka alami. Selanjutnya SPG/pegawai yg awal menyambut kami memberikan barang yg kami beli, dan mulai melakukan proses pemotongan hydrogel dan pemasangannya. Namun yg aneh adalah kami memesan 3 hydrogel tapi proses yang dilakukan oleh SPG/pegawai tersebut adalah mengerjakannya satu persatu dilakukan pemotongan dan bolak balik mengambil satu persatu hydrogel di meja kami, kenapa tidak langsung diambil semua dan dilakukan proses pemotongan, kenapa harus bolak balik ke meja kami yang jaraknya juga lumayan jauh . Kemudian untuk proses pemasangannya pun juga luamaaaaa, lebih dari 40 menit hanya untuk 1 hp, sepertinya SPG/pegawai tersebut tidak paham cara pemasangannya, karena ketika kita merasa terlalu lama pada akhirnya kita hampiri SPG tersebut, baru temannya pada dateng bantuin. Setelah dibantu temannya kurang lebih 15 menit selesai pengerjaan 3 hp. Ketika menghampiri, kami dapati juga ternyata SPG melakukan kesalahan dalam proses pemasangan hydrogel di hp teman saya karena prosesnya dilakukan pengulangan dari awal . Setelah proses selesai tidak ada satupun SPG/pegawai yg meminta maaf atas kejadian tersebut. Dan hasil dari pemasangan masih terdapat gelembung2 udara pada pojokan hp kami. Mohon pihak tiga putra dapat meningkatkan service pelayanannya. Terima kasih",layan lama dan pegawai kurang handal dalam proses jual jadi kemarin saya dan rekan saya beli hydrogel untuk sekaligus laku pasang ketika awal sampai kami sambut spg pegawai dan kami tanya tentang barang yang ingin kita beli namun ketika tanya tentang harga barang sebut harga yang sampai oleh spg pegawai beberapa kali ganti sini saya mulai agak aneh karena kait harga saja kok bisa ubah telah proses bayar kami minta tungu namun karena rasa lama kurang lebih menit tidak ada informasi lagi dari spg pegawai dan kasir sama sekali maka kami inisiatif tanya dan nyata sampai ada kendala sistem kondisi di meja kasir banyak spg pegawai yang kumpul dan hanya lihat se keliling namun tidak ada satu yang hampir kami untuk beri info tentang kendala yang mereka alami lanjut spg pegawai yang awal sambut kami beri barang yang kami beli dan mulai laku proses potong hydrogel dan pemasanganya namun yang aneh adalah kami mes hydrogel tapi proses yang laku oleh spg pegawai sebut adalah mengerjakanya satu satu laku potong dan bolak balik ambil satu satu hydrogel di meja kami kenapa tidak langsung ambil semua dan laku proses potong kenapa harus bolak balik ke meja kami yang jarak juga lumayan jauh kemudian untuk proses pemasanganya pun juga luama lebih dari menit hanya untuk hp seperti spg pegawai sebut tidak paham cara pemasanganya karena ketika kita rasa terlalu lama pada akhir kita hampir spg sebut baru tema pada datang bantuin telah bantu tema kurang lebih menit selesai kerja hp ketika hampir kami dapat juga nyata spg laku salah dalam proses pasang hydrogel di hp teman saya karena proses laku ulang dari awal telah proses selesai tidak ada satu spg pegawai yang minta maaf atas jadi sebut dan hasil dari pasang masih dapat gelembung udara pada pojok hp kami mohon pihak tiga putra dapat tingkat service pelayananya terima kasih,negative
N/A,0,"Kesini beli pelindung hp, disambut sama promotornya. Dari awal pegawainya uda bingung harga, bingung jenisnya apa aja. Awal masih oke, disuruh bayar ke kasir. Dikasir sempet troble, lama sekali. Ternyata sistemnya error. Dari awal kalau memang error kenapa tidak diinfokan, agar customernya tidak lama menunggu tanpa ada kejelasan. Akhirnya disuruh menunggu lagi, dari situ terlihat pegawainya kurang profesional. Karna saat itu beli 3 pelindung hp, ternyata di prosesnya satu-satu dan lamaaa sekali. Sy disuruh menunggu, hampir setngah jam 1 hp saja belum selesai. Akhirnya sy samperin pegawainya, ternyata hp sy diulang prosesnya karna ada kesalahaan. Disitu pegawainya tidak ada info lagi kalau ada kendala. Dan yg menghandle hanya 1 orang. Setelah sy tungguin di depan pegawainya baru temen2nya bantu handle. Mungkin untuk next nya pegawainya lebih komunikatif dan saling bantu ya. Dan hasil akhirnya pun kurang, tidak rapi. Dengan harga yg tidak murah dan waktu yg lama benar2 mengecewakan. Semoga lebih diperbaiki lagi ya. dan di akhir pegawainya tidak mengucapkan terima kasih/permntaan maaf. Semoga tidak terulang untuk customer lainnya.",kesini beli lindung hp sambut sama promotor dari awal pegawai sudah bingung harga bingung jenis apa saja awal masih oke suruh bayar ke kasir kasir sempat troble lama sekali nyata sistem eror dari awal kalau memang eror kenapa tidak info agar customernya tidak lama tungu tanpa ada jelas akhir suruh tungu lagi dari situ lihat pegawai kurang profesional karena saat itu beli lindung hp nyata di proses satu satu dan lama sekali saya suruh tungu hampir setngah jam hp saja belum selesai akhir saya samperin pegawai nyata hp saya ulang proses karena ada kesalahaan situ pegawai tidak ada info lagi kalau ada kendala dan yang menghandle hanya orang telah saya tunguin di depan pegawai baru teman nya bantu handle mungkin untuk next nya pegawai lebih komunikatif dan saling bantu ya dan hasil akhir pun kurang tidak rapi dengan harga yang tidak murah dan waktu yang lama benar kecewa moga lebih baik lagi ya dan di akhir pegawai tidak ucap terima kasih permntaan maaf moga tidak ulang untuk customer lai,negative
N/A,0,"Luas,penataannya dan layanannya bagus Disambut mulai dari pintu luar trs diarahkan. Petugas parkirnya ramah",luas penataanya dan layananya bagus sambut mulai dari pintu luar terus arah tugas parkir ramah,positive
N/A,0,"Hape anak saya Oppo layarnya pecah rusak, karena beli di sini dan masih masa garansi, kami service ke sini. Uang service ganti layar Rp800ribu, ternyata layarnya bukan asli Oppo dan tampaknya diservis sendiri oleh toko. Layar tidak sensitif, ngelag, dan bisa gerak2 sendiri. Setelah kami bawa ke service Oppo resmi baru ketahuan bahwa layarnya palsu. Setelah diganti layar ASLI yang baru dengan harga sama Rp800ribu, sangat berbeda, kualitasnya lebih baik dan gak ngelag. Not recommended shop !!! BAD SERVICE and ATTITUDE!!!!",hape anak saya opo layar pecah rusak karena beli di sini dan masih masa garansi kami service ke sini uang service ganti layar rp ribu nyata layar bukan asli opo dan tampak servis sendiri oleh toko layar tidak sensitif ngelag dan bisa gerak sendiri telah kami bawa ke service opo resmi baru tahu bahwa layar palsu telah ganti layar asli yang baru dengan harga sama rp ribu sangat beda kualitas lebih baik dan enggak ngelag not recomended shop bad service and atitude,negative
N/A,0,"Overall tempatnya bagus pelayanan bagus. cuman tolong seragamnya dibenerin. paha mbak nya keliatan, ngelayani orang duduk jejer tp pahanya keliatan itu enggak enak. walaupun sesama cewek. asli itu mbaknya pasti gak nyaman, belum lagi klau ketemu pelanggan genit, kasian pegawainya. tolong di ganti seragamnya. jual hp bakal tetep laris walaupun paha nya ketutupan, asal pelayanan bagus.",overal tempat bagus layan bagus cuman tolong seragam dibenerin paha mbak nya lihat ngelayani orang duduk jejer tapi paha lihat itu engak enak walaupun sama cewek asli itu mbak pasti enggak nyaman belum lagi kalau ketemu pelang genit kasihan pegawai tolong di ganti seragam jual hp bakal tetap laris walaupun paha nya tutup asal layan bagus,positive
N/A,0,"Tidak sesuai spesifikasi hp kecewa, sales hanya mementingkan penjualan",tidak sesuai spesifikasi hp kecewa sales hanya penting jual,negative
N/A,0,"Kesini beliin anak android murah Samsung A04e. Ke counter Samsung, yang jaga ditanyain gak jawab sambil telponan. Nanya pake kartu kredit bisa gak, karena masa iya beli hape bayar pake cash, diarahin ke kasir. Kasirnya mau ditanyain malah ngotot minjem KTP dulu, padahal saya ini mau nanya nanya dulu pembayaran bisa pake kartu apa aja. Udah gitu kasirnya ngomong pake bentak bentak kayak orang gak sekolah.",kesini belikan anak android murah samsung ke counter samsung yang jaga ditanyain enggak jawab sambil telpon tanya pakai kartu kredit bisa enggak karena masa iya beli hape bayar pakai cash diarahin ke kasir kasir mau ditanyain malah ngotot minjem ktp dulu padahal saya ini mau tanya tanya dulu bayar bisa pakai kartu apa saja sudah begitu kasir omong pakai bentak bentak kayak orang enggak sekolah,negative
N/A,0,The service of the staff is all good. However the security is very impolite and arrogant. This is the security. Please educate and teach him some manners.,the service of the staf is al good however the security is very impolite and arogant this is the security please educate and teach him some maners,positive
N/A,0,"Saya punya pengalaman buruk di tempat ini, baru sampe parkiran mobil. Kebetulan mobil parkirnya sedikit melewati garis, kiri-kanannya tdk ada mobil lain. Satpamnya langsung bentak-bentak dan marah-marah.. saya tdk jadi turun mobil, dan langsung cari tempat jual hape lain.. tolong manajemen diperbaiki, kami ini customer.. masak baru datang aja sudah ngga ramah sama sekali.",saya punya alam buruk di tempat ini baru sampai parkir mobil betul mobil parkir sedikit lewat garis kiri kana tidak ada mobil lain satpam langsung bentak bentak dan marah marah saya tidak jadi turun mobil dan langsung cari tempat jual hape lain tolong manajemen baik kami ini customer masak baru datang saja sudah enggak ramah sama sekali,negative
N/A,0,"Tempat beli HP yang lengkap. Ada berbagai merk, dari Oppo, Realme, Xiomi dll. Seneng banget sama pelayanannya. Ramah, responsif dan solutif. Dibantu hingga HP siap digunakan. Diberikan saran HP yg cocok sesuai kebutuhan customer. Tempatnya luass, barangnya lengkap, parkiran luas. Pembayarannya bisa cashless.",tempat beli hp yang lengkap ada bagai merk dari opo realme xiomi dulu senang banget sama pelayananya ramah responsif dan solutif bantu hinga hp siap guna beri saran hp yang cocok sesuai butuh customer tempat luas barang lengkap parkir luas pembayaranya bisa cashles,positive
N/A,0,Begitu dateng langsung disambut sama spb nya ya ..cuma yg bikin kesel itu setelah dijelasin panjang lebar soal hp yg mau qta beli..dan uda deal dengan harga segitu..ternyata harga awal beda saat mau pembayaran di kasir..beda 200rb itu banyak lo..begitu dikomplain alasannya ternyata promonya uda gk berlaku..ntah itu cuma akal2an salesnya atau tehnik marketingnya emang seperti itu ya..kalau ditanya mau balik kesitu lagi atau gk..kynya gk deh ya..,begitu datang langsung sambut sama spb nya ya cuma yang bikin kesel itu telah dijelasin panjang lebar soal hp yang mau kita beli dan sudah deal dengan harga segitu nyata harga awal beda saat mau bayar di kasir beda ribu itu banyak lo begitu komplain alasanya nyata promonya sudah enggak laku entah itu cuma akal an salesnya atau tehnik marketingnya memang seperti itu ya kalau tanya mau balik kesitu lagi atau enggak kynya enggak deh ya,positive
N/A,0,"Beli tampered glass untuk belakang hp samsung a14 saya hasilnya sangat buruk, benar benar buruk. 1 Hari pake sudah banyak yang ngelotok dari tempered glass belakangnya, sudah dibenerin sama pegawainya sekali tapi masih kualitasnya sangat jelek",beli tampered glas untuk belakang hp samsung saya hasil sangat buruk benar benar buruk hari pakai sudah banyak yang ngelotok dari tempered glas belakang sudah dibenerin sama pegawai sekali tapi masih kualitas sangat jelek,negative
N/A,0,Akses utk masuk area parkir terlalu tinggi Tidak ramah untuk city car,akses untuk masuk area parkir terlalu tingi tidak ramah untuk city car,negative
N/A,0,bagus enak ga dipantau sales jadi kita bebas mau melihat sambil berfikir heheeee ramah. sering beli disini dari papaku dan aku.,bagus enak enggak pantau sales jadi kita bebas mau lihat sambil pikir hehe ramah sering beli sini dari papa dan aku,positive
